Student_ID,Name,Branch,CGPA,LeetCode_Solved,CodeChef_Rating,Internship_Status
STU1083,Ekani Rajagopal,CSE,9.86,236,1986,Placed
STU1084,Kritika Gole,IT,6.09,121,1444,Seeking
STU1085,Abeer Murthy,ECE,6.3,163,1447,Seeking
STU1086,Ekaja Sibal,ME,8.73,183,1558,Placed
STU1087,Yuvraj Chahal,ME,9.81,362,1676,Placed
STU1088,Nitara Golla,CSE,8.95,340,1751,Placed
STU1089,Inaya Chawla,ME,7.93,269,1658,Placed
STU1090,Chanchal Parekh,AI/DS,9.36,374,1617,Placed
STU1091,Isaiah Wason,ME,5.96,274,1333,Seeking
STU1092,Varenya Dar,CSE,8.22,320,1501,Placed
STU1093,Barkha Sankaran,IT,7.6,212,1653,Placed
STU1094,Gautami Narayanan,ME,9.27,426,1815,Placed
STU1095,Ekapad Salvi,ME,7.41,340,1503,Seeking
STU1096,Ethan Chander,ECE,8.36,175,1509,Seeking
STU1097,Bimala Halder,ECE,9.51,304,1874,Placed
STU1098,Ekiya Sen,ME,5.73,200,1343,Seeking
STU1099,Brijesh Majumdar,AI/DS,6.29,239,1377,Seeking
STU1100,Vasana Comar,ECE,5.56,166,1300,Seeking
STU1101,Nihal Bal,IT,5.77,196,1323,Seeking
STU1102,Madhav Saini,CSE,5.54,227,1409,Seeking
STU1103,Ishani Chanda,AI/DS,8.46,372,1431,Placed
STU1104,Gagan Prasad,ME,6.09,182,1462,Seeking
STU1105,Tripti Bajaj,CSE,7.56,309,1551,Placed
STU1106,Zayan Jain,ME,7.37,198,1714,Seeking
STU1107,Jacob Bala,AI/DS,5.59,111,1547,Seeking
STU1108,Guneet Aurora,IT,9.03,415,1650,Placed
STU1109,Anay Shah,IT,6.53,137,1450,Seeking
STU1110,Amol Panchal,AI/DS,6.8,244,1455,Seeking
STU1111,Advaith Karpe,CSE,7.63,328,1694,Placed
STU1112,Imaran Buch,ME,7.0,161,1406,Seeking
STU1113,Krishna Grover,AI/DS,8.42,185,1740,Placed
STU1114,Jason Kala,ECE,8.36,342,1668,Placed
STU1115,Advika Ganesh,CSE,6.62,178,1417,Seeking
STU1116,Devansh Talwar,AI/DS,6.4,153,1396,Seeking
STU1117,Anthony Rau,ECE,7.98,319,1702,Placed
STU1118,Kiaan Sura,IT,6.25,237,1475,Seeking
STU1119,Vihaan Shah,CSE,8.59,171,1558,Seeking
STU1120,Ridhi Kala,AI/DS,8.49,407,1475,Placed
STU1121,Madhav Saini,ECE,5.69,199,1409,Seeking
STU1122,Damyanti Luthra,CSE,5.54,204,1365,Seeking
STU1123,Vasudha Dube,CSE,8.08,315,1759,Placed
STU1124,Tanay Wason,AI/DS,5.75,120,1546,Seeking
STU1125,Robert Rattan,IT,6.7,247,1489,Seeking
STU1126,Mugdha Konda,ME,8.58,248,1849,Placed
STU1127,Vivaan Sha,CSE,8.82,229,1740,Placed
STU1128,Gayathri Buch,ECE,7.2,338,1669,Seeking
STU1129,Peter Srivastava,ECE,7.47,253,1463,Seeking
STU1130,Nicholas Mandal,ME,7.47,171,1463,Seeking
STU1131,Mitali Iyer,ME,6.62,271,1655,Seeking
STU1132,Anya Morar,ECE,6.61,284,1522,Seeking
STU1133,Vansha Chahal,ECE,5.73,240,1521,Seeking
STU1134,Ayushman Aurora,IT,9.1,273,1800,Placed
STU1135,Nikita Kulkarni,CSE,6.89,186,1420,Seeking
STU1136,Hemangini Chacko,ECE,8.09,242,1736,Placed
STU1137,Janani Ramanathan,CSE,5.64,208,1377,Seeking
STU1138,Samesh Mahal,CSE,6.26,162,1388,Seeking
STU1139,Rushil Sule,IT,8.31,407,1689,Placed
STU1140,Niharika Bail,ME,9.56,286,1869,Placed
STU1141,Indrajit Panchal,ECE,8.81,361,1563,Placed
STU1142,Jonathan Lata,IT,7.9,268,1568,Placed
STU1143,Oni Sundaram,ME,7.13,178,1549,Seeking
STU1144,Finn Nagar,ME,9.29,408,1650,Placed
STU1145,Omaja Tak,ME,7.39,266,1739,Seeking
STU1146,Mason Gera,AI/DS,6.93,318,1630,Seeking
STU1147,Ekalinga Jayaraman,AI/DS,6.06,157,1575,Seeking
STU1148,Janani Tak,AI/DS,8.74,270,1576,Placed
STU1149,Umang Gera,ECE,9.04,253,1542,Placed
STU1150,Sneha Prasad,AI/DS,6.77,169,1622,Seeking
STU1151,Jonathan Bhalla,AI/DS,6.31,290,1492,Seeking
STU1152,Hemang Bedi,IT,9.39,394,1929,Placed
STU1153,Tripti Sane,AI/DS,7.65,191,1719,Placed
STU1154,Madhav Agarwal,CSE,6.94,229,1520,Seeking
STU1155,Upkaar Garg,AI/DS,9.13,410,1757,Placed
STU1156,Meghana Maharaj,AI/DS,6.85,157,1452,Seeking
STU1157,Zehaan Nigam,ME,9.74,301,1798,Placed
STU1158,Chakrika Nadkarni,ECE,9.0,360,1549,Placed
STU1159,Vamakshi Barad,CSE,7.41,244,1689,Seeking
STU1160,Aadhya Bhakta,ME,6.68,280,1447,Seeking
STU1161,Watika Chada,CSE,8.7,174,1809,Seeking
STU1162,Zarna Kothari,CSE,7.21,216,1360,Seeking
STU1163,Mugdha Lad,ME,9.47,331,1568,Placed
STU1164,Krisha Thakkar,AI/DS,6.2,136,1527,Seeking
STU1165,Megha Gole,ME,8.35,242,1567,Placed
STU1166,Aashi Narang,ECE,6.15,301,1498,Seeking
STU1167,Chameli Mishra,CSE,6.18,123,1333,Seeking
STU1168,Akshay Salvi,ME,6.59,151,1632,Seeking
STU1169,Sai Sarraf,ECE,7.57,287,1582,Placed
STU1170,Raghav Salvi,AI/DS,8.77,175,1719,Seeking
STU1171,Qushi Boase,ECE,8.14,301,1765,Placed
STU1172,Kamya Hayer,IT,8.05,249,1507,Placed
STU1173,Sachi Shah,CSE,6.94,249,1680,Seeking
STU1174,Ikbal Iyengar,ME,9.39,338,1845,Placed
STU1175,Victor Iyengar,AI/DS,9.61,384,1807,Placed
STU1176,Ikbal Sastry,CSE,9.45,283,1888,Placed
STU1177,Deepa Sant,ECE,9.57,373,1937,Placed
STU1178,Omya Barad,AI/DS,9.4,300,1921,Placed
STU1179,Samarth Borra,IT,7.21,295,1562,Seeking
STU1180,Vasatika Balay,ME,8.72,409,1505,Placed
STU1181,Shravya Brahmbhatt,CSE,9.05,334,1543,Placed
STU1182,Nidhi Kumer,IT,5.61,218,1471,Seeking
STU1183,Ridhi Loke,IT,8.24,288,1766,Placed
STU1184,Warda Raman,ME,7.13,320,1399,Seeking
STU1185,Leela Batta,ME,7.39,147,1605,Seeking
STU1186,Falak Naidu,IT,9.9,455,1722,Placed
STU1187,Bhavani Subramanian,IT,6.09,292,1383,Seeking
STU1188,Aarini Sodhi,AI/DS,8.26,264,1718,Placed
STU1189,Nidhi Om,CSE,5.58,206,1340,Seeking
STU1190,Wazir Hayre,IT,8.31,240,1506,Placed
STU1191,Idika Lad,ME,7.57,227,1635,Placed
STU1192,Ridhi Batta,IT,6.8,292,1414,Seeking
STU1193,Anay Dewan,ME,8.13,227,1439,Placed
STU1194,Damini Comar,IT,8.2,164,1746,Seeking
STU1195,Krish Cheema,IT,6.22,161,1472,Seeking
STU1196,Noah Uppal,IT,8.92,374,1802,Placed
STU1197,Nakul Dutt,ME,5.93,177,1593,Seeking
STU1198,Turvi Singh,ME,6.1,201,1414,Seeking
STU1199,Praneel Mangal,ECE,8.89,240,1640,Placed
STU1200,Harsh Dhar,ME,7.64,328,1504,Placed
STU1201,George Handa,IT,7.88,204,1764,Placed
STU1202,Aahana Kapur,ECE,6.28,150,1408,Seeking
STU1203,Mohini Kohli,IT,7.41,163,1533,Seeking
STU1204,Warjas Ratti,IT,9.55,200,1573,Placed
STU1205,Adya Chaudhari,AI/DS,6.43,289,1353,Seeking
STU1206,Lajita Tripathi,AI/DS,6.11,177,1342,Seeking
STU1207,Krishna Buch,IT,7.48,157,1643,Seeking
STU1208,Meghana Bhargava,IT,9.6,220,1643,Placed
STU1209,Mohammed Choudhury,CSE,6.79,142,1393,Seeking
STU1210,Gaurav Kohli,ECE,9.79,469,1636,Placed
STU1211,Banjeet Cheema,CSE,8.25,272,1759,Placed
STU1212,Warhi Dasgupta,CSE,6.56,144,1406,Seeking
STU1213,Kavya Batta,ME,5.95,172,1470,Seeking
STU1214,Avni Chand,IT,9.77,390,1644,Placed
STU1215,Mohini Dara,ECE,8.18,351,1588,Placed
STU1216,Oeshi Shah,CSE,7.88,330,1654,Placed
STU1217,Dayita Seth,CSE,6.15,246,1522,Seeking
STU1218,Ayush Raval,ME,8.76,341,1446,Placed
STU1219,Sachi Parekh,IT,9.8,274,1891,Placed
STU1220,Liam Agarwal,ME,9.49,284,1930,Placed
STU1221,Krisha Varma,ME,6.09,237,1438,Seeking
STU1222,Abhiram Sachar,ME,7.16,286,1572,Seeking
STU1223,Anamika Barman,ECE,7.49,284,1576,Seeking
STU1224,Oni Kunda,CSE,6.08,127,1310,Seeking
STU1225,Forum Virk,ECE,9.65,424,1492,Placed
STU1226,Mason Sarin,ECE,9.5,209,1826,Placed
STU1227,Champak Mitter,ECE,9.4,263,1535,Placed
STU1228,Liam Nadig,IT,8.65,207,1674,Placed
STU1229,Pushti Srinivasan,AI/DS,8.18,179,1466,Seeking
STU1230,Onveer Magar,ME,8.25,272,1511,Placed
STU1231,Vamakshi Ghose,IT,7.72,193,1571,Placed
STU1232,Rishi Karnik,CSE,7.2,280,1525,Seeking
STU1233,Jairaj Sethi,ECE,5.56,177,1444,Seeking
STU1234,Reyansh Bahri,AI/DS,8.72,270,1688,Placed
STU1235,Nidra Nori,CSE,7.1,355,1390,Seeking
STU1236,Fiyaz Nigam,AI/DS,9.49,256,1892,Placed
STU1237,Bhavani Rama,ME,6.55,307,1582,Seeking
STU1238,Lila Lata,ME,5.58,234,1318,Seeking
STU1239,Advika Vyas,IT,6.1,256,1579,Seeking
STU1240,Ronith Shroff,CSE,9.4,376,1535,Placed
STU1241,Janani Kashyap,ME,9.75,477,1711,Placed
STU1242,Janaki Apte,ECE,8.81,387,1563,Placed
STU1243,Siya Sani,IT,6.13,294,1465,Seeking
STU1244,Maya Bhakta,IT,7.35,154,1595,Seeking
STU1245,Kalpit Guha,IT,8.91,222,1792,Placed
STU1246,Nihal Wable,AI/DS,7.43,252,1416,Seeking
STU1247,Ubika Walia,IT,5.8,249,1452,Seeking
STU1248,Christopher Jhaveri,CSE,7.87,243,1645,Placed
STU1249,Mason Goel,CSE,5.68,238,1533,Seeking
STU1250,Zilmil Bhagat,IT,8.11,356,1811,Placed
STU1251,Noah Pai,CSE,9.13,200,1502,Placed
STU1252,Aarush Kadakia,IT,7.89,220,1504,Placed
STU1253,Manbir Dubey,CSE,6.56,216,1551,Seeking
STU1254,Laban Krish,ECE,8.6,301,1808,Placed
STU1255,Widisha Buch,CSE,5.87,193,1569,Seeking
STU1256,Pratyush Sankar,ECE,8.68,425,1546,Placed
STU1257,Dalaja Pathak,ME,6.08,273,1334,Seeking
STU1258,Anika Vaidya,AI/DS,6.52,254,1326,Seeking
STU1259,Eesha Murthy,IT,6.45,199,1586,Seeking
STU1260,Robert Parekh,ECE,9.01,432,1468,Placed
STU1261,Harinakshi Muni,ECE,7.33,359,1674,Seeking
STU1262,Qarin Chandra,ECE,9.65,472,1781,Placed
STU1263,William Bath,ECE,7.9,300,1402,Placed
STU1264,Ikbal Balan,AI/DS,9.37,290,1908,Placed
STU1265,Rayaan Deol,ECE,9.51,218,1770,Placed
STU1266,Liam Upadhyay,IT,8.48,212,1585,Placed
STU1267,Yutika Bobal,AI/DS,5.59,150,1514,Seeking
STU1268,Vansha Sem,ME,5.58,167,1502,Seeking
STU1269,Yauvani Menon,CSE,6.89,282,1344,Seeking
STU1270,Yamini Bains,CSE,6.58,322,1625,Seeking
STU1271,Urishilla Kapoor,ECE,6.37,216,1522,Seeking
STU1272,Atharv Doshi,ECE,6.79,162,1543,Seeking
STU1273,Charan Loyal,IT,8.57,377,1539,Placed
STU1274,Aahana Malhotra,AI/DS,9.74,272,1574,Placed
STU1275,Dayamai Gala,ECE,8.79,342,1553,Placed
STU1276,Falguni Ratta,IT,6.75,310,1641,Seeking
STU1277,Devika Sethi,AI/DS,6.22,161,1460,Seeking
STU1278,Lipika Varghese,ME,9.5,342,1494,Placed
STU1279,Abhiram Bhatia,CSE,6.05,187,1574,Seeking
STU1280,Maanav Venkataraman,AI/DS,7.32,263,1688,Seeking
STU1281,Karan Bora,CSE,9.28,343,1760,Placed
STU1282,Balhaar Bera,ECE,6.66,319,1452,Seeking
STU1283,Upadhriti Mutti,ME,8.82,423,1458,Placed
STU1284,Farhan Kalla,CSE,6.92,332,1373,Seeking
STU1285,Rayaan Lalla,ECE,7.62,342,1556,Placed
STU1286,Lekha Ghosh,AI/DS,8.21,229,1673,Placed
STU1287,Daksha Zacharia,AI/DS,8.21,164,1681,Seeking
STU1288,Yatin Desai,IT,6.11,140,1604,Seeking
STU1289,Ojasvi Balasubramanian,ECE,9.38,187,1637,Placed
STU1290,Yashodhara Chawla,CSE,9.56,344,1592,Placed
STU1291,Jeet Sarkar,ME,6.35,317,1558,Seeking
STU1292,Imaran Salvi,ECE,9.43,330,1905,Placed
STU1293,Laksh Hora,IT,5.55,216,1277,Seeking
STU1294,Arunima Prashad,AI/DS,9.72,427,1690,Placed
STU1295,Lakshmi Kohli,AI/DS,6.93,187,1450,Seeking
STU1296,Michael Chand,CSE,9.31,232,1688,Placed
STU1297,Lakshmi Prabhu,ME,5.9,182,1454,Seeking
STU1298,Naksh Saini,ECE,6.26,212,1450,Seeking
STU1299,Leena Ben,AI/DS,8.77,385,1517,Placed
STU1300,Gunbir Kibe,CSE,7.2,237,1712,Seeking
STU1301,Upma Nagarajan,ME,7.99,271,1655,Placed
STU1302,Akshay Bir,ME,7.78,357,1754,Placed
STU1303,Eshana Sankaran,IT,7.98,359,1686,Placed
STU1304,Praneel Toor,ME,9.45,217,1614,Placed
STU1305,Nidra Varkey,ME,7.19,143,1445,Seeking
STU1306,Laksh Swaminathan,AI/DS,7.83,274,1508,Placed
STU1307,Laksh Krish,CSE,6.81,177,1606,Seeking
STU1308,Libni Dubey,ECE,8.43,303,1783,Placed
STU1309,Kamya Naik,CSE,6.25,193,1381,Seeking
STU1310,Wridesh Bhakta,IT,8.41,378,1571,Placed
STU1311,Eshana Chaudhari,ECE,6.31,170,1435,Seeking
STU1312,Parth Rajagopal,CSE,8.23,378,1452,Placed
STU1313,Rachana Vora,IT,6.08,261,1383,Seeking
STU1314,Ubika Dasgupta,CSE,7.62,220,1617,Placed
STU1315,Atharv Thaman,IT,8.77,315,1605,Placed
STU1316,Devansh Vaidya,ME,7.54,180,1716,Seeking
STU1317,Ucchal Jha,CSE,6.94,201,1694,Seeking
STU1318,Jatin Nanda,IT,7.18,359,1660,Seeking
STU1319,Jagdish Swaminathan,CSE,6.33,310,1607,Seeking
STU1320,Madhavi Ben,ME,8.21,229,1591,Placed
STU1321,Eta Butala,ME,6.52,299,1652,Seeking
STU1322,Dalbir Ramesh,ME,9.09,354,1754,Placed
STU1323,Max Bhatia,AI/DS,6.83,252,1662,Seeking
STU1324,Balveer Banik,ECE,9.18,220,1523,Placed
STU1325,Lohit Iyengar,CSE,6.85,280,1411,Seeking
STU1326,Lakshit Sant,AI/DS,8.77,394,1648,Placed
STU1327,Bhavika Randhawa,IT,6.59,309,1507,Seeking
STU1328,Aarnav Raju,ECE,9.8,343,1607,Placed
STU1329,Kashvi Taneja,AI/DS,5.52,187,1358,Seeking
STU1330,Odika Nath,ME,5.92,136,1378,Seeking
STU1331,Nathaniel Desai,IT,6.25,225,1437,Seeking
STU1332,Abdul Pau,AI/DS,8.12,202,1649,Placed
STU1333,Edhitha Dara,IT,7.46,261,1678,Seeking
STU1334,Praneel Saraf,CSE,8.57,368,1634,Placed
STU1335,Vinaya Prakash,CSE,7.56,219,1627,Placed
STU1336,Chameli Bhakta,CSE,6.66,286,1639,Seeking
STU1337,Benjamin Dhar,AI/DS,9.24,231,1554,Placed
STU1338,Karan Gaba,IT,5.73,131,1573,Seeking
STU1339,George Gill,IT,9.87,384,1503,Placed
STU1340,Jeevika Singhal,AI/DS,8.41,252,1698,Placed
STU1341,Rachit Vaidya,CSE,6.01,288,1474,Seeking
STU1342,Oni Din,CSE,8.26,239,1702,Placed
STU1343,Yahvi Baria,AI/DS,9.06,289,1842,Placed
STU1344,Nathan Patel,AI/DS,6.78,230,1650,Seeking
STU1345,Libni Borde,CSE,8.19,384,1737,Placed
STU1346,Lila Hora,IT,8.13,203,1406,Placed
STU1347,Ria Khosla,ME,6.63,159,1603,Seeking
STU1348,Suhani Khurana,CSE,7.28,283,1662,Seeking
STU1349,Charan Talwar,AI/DS,8.09,210,1558,Placed
STU1350,Benjamin Palan,AI/DS,7.04,225,1696,Seeking
STU1351,Yashasvi Uppal,AI/DS,9.47,359,1890,Placed
STU1352,Charita Lall,ECE,9.87,444,1690,Placed
STU1353,Aahana Varma,ECE,9.76,283,1712,Placed
STU1354,Aahana Agate,ME,8.18,179,1768,Seeking
STU1355,Nilima Mahajan,CSE,9.83,304,1815,Placed
STU1356,Noah Ganesh,ECE,9.87,483,1661,Placed
STU1357,Lopa Subramaniam,ME,5.74,143,1516,Seeking
STU1358,Upma Koshy,ME,8.33,383,1491,Placed
STU1359,Vansha Shankar,ECE,7.34,367,1631,Seeking
STU1360,Shravya Bhavsar,AI/DS,9.22,212,1875,Placed
STU1361,Zinal Ramakrishnan,IT,6.52,156,1502,Seeking
STU1362,Avi Kapadia,ME,6.43,135,1450,Seeking
STU1363,Raksha Acharya,AI/DS,9.42,235,1885,Placed
STU1364,Devika Master,CSE,6.27,307,1482,Seeking
STU1365,Udant Tripathi,CSE,7.4,281,1688,Seeking
STU1366,Thomas Dada,CSE,9.65,241,1617,Placed
STU1367,Hitesh Batra,CSE,7.99,191,1503,Placed
STU1368,Neel Master,CSE,6.47,187,1524,Seeking
STU1369,Odika Raju,ME,8.43,320,1514,Placed
STU1370,Ijaya Sane,AI/DS,9.71,407,1796,Placed
STU1371,Harshil Gopal,IT,6.0,228,1534,Seeking
STU1372,Ridhi Gulati,IT,6.45,212,1645,Seeking
STU1373,Sachi Thaman,ECE,9.67,386,1967,Placed
STU1374,Pahal Kala,CSE,8.98,332,1754,Placed
STU1375,Waida Sandhu,CSE,7.96,262,1549,Placed
STU1376,Ranbir Agate,IT,9.22,313,1617,Placed
STU1377,Mitali Balakrishnan,ECE,7.39,221,1598,Seeking
STU1378,Jagat Kota,ECE,9.45,283,1529,Placed
STU1379,Madhavi Yogi,CSE,7.35,308,1624,Seeking
STU1380,Robert Dixit,AI/DS,5.87,228,1328,Seeking
STU1381,Guneet Talwar,IT,7.65,221,1405,Placed
STU1382,Jonathan Chopra,IT,8.0,328,1768,Placed
STU1383,Kala Narasimhan,ECE,5.81,226,1511,Seeking
STU1384,Devansh Bir,CSE,9.38,365,1853,Placed
STU1385,Logan Chandran,ME,8.75,358,1621,Placed
STU1386,Libni Tripathi,IT,6.56,314,1426,Seeking
STU1387,Rajeshri Gokhale,AI/DS,9.26,194,1861,Placed
STU1388,Logan Grewal,ECE,6.58,322,1638,Seeking
STU1389,Devansh Salvi,AI/DS,6.36,311,1502,Seeking
STU1390,Turvi Loke,IT,8.81,211,1872,Placed
STU1391,Darpan Saran,AI/DS,8.89,204,1453,Placed
STU1392,Thomas Karpe,ME,9.58,249,1555,Placed
STU1393,Noah Chacko,IT,9.63,462,1789,Placed
STU1394,Ladli Sem,CSE,7.03,274,1428,Seeking
STU1395,Idika Bhat,CSE,5.72,211,1417,Seeking
STU1396,Bakhshi Lad,CSE,6.79,271,1570,Seeking
STU1397,Chanakya Chopra,IT,7.4,222,1740,Seeking
STU1398,Wridesh Tripathi,CSE,6.62,211,1456,Seeking
STU1399,Mohini Chander,ME,9.82,451,1540,Placed
STU1400,Zarna Palla,AI/DS,7.83,234,1696,Placed
STU1401,Girik Sarna,ME,6.14,233,1589,Seeking
STU1402,Advik Dash,AI/DS,8.33,258,1566,Placed
STU1403,Ekantika Suresh,CSE,6.71,221,1590,Seeking
STU1404,Girik Rau,CSE,8.9,391,1836,Placed
STU1405,Robert Raja,AI/DS,9.35,308,1701,Placed
STU1406,Tripti Manda,CSE,7.59,166,1569,Seeking
STU1407,Jagrati Kari,AI/DS,8.43,337,1472,Placed
STU1408,Manbir Deo,ME,8.34,208,1442,Placed
STU1409,Udarsh Raja,ECE,9.68,280,1696,Placed
STU1410,Yuvraj Agate,IT,9.38,262,1581,Placed
STU1411,Tara Nagar,AI/DS,8.75,428,1498,Placed
STU1412,Ayush Garg,IT,6.78,169,1549,Seeking
STU1413,Lopa Gaba,ME,8.75,358,1743,Placed
STU1414,Ethan Lad,ME,9.85,364,1541,Placed
STU1415,Karan Rajagopalan,ME,8.99,350,1620,Placed
STU1416,Irya Mane,ECE,5.67,283,1487,Seeking
STU1417,Geetika Sidhu,AI/DS,7.71,239,1447,Placed
STU1418,Wakeeta Kari,AI/DS,8.61,421,1447,Placed
STU1419,Raghav Srinivas,ECE,7.18,330,1682,Seeking
STU1420,Kashvi Bali,CSE,8.7,382,1461,Placed
STU1421,Laksh Ramachandran,CSE,7.52,240,1398,Placed
STU1422,Ikbal Batta,ME,8.99,179,1548,Seeking
STU1423,Zayan Agate,ME,8.55,239,1709,Placed
STU1424,Oviya Rajagopalan,ME,7.32,351,1695,Seeking
STU1425,Viraj Vohra,ECE,8.24,304,1774,Placed
STU1426,Keya Saraf,IT,7.37,221,1648,Seeking
STU1427,Varsha Hegde,ECE,7.74,154,1588,Seeking
STU1428,Edhitha Sidhu,CSE,8.18,409,1793,Placed
STU1429,Jairaj Mall,CSE,7.5,292,1720,Placed
STU1430,Ojasvi Lata,ME,9.68,348,1842,Placed
STU1431,Teerth Garde,ECE,7.93,214,1769,Placed
STU1432,Tarak Chanda,AI/DS,8.4,386,1478,Placed
STU1433,Sneha Dua,IT,8.02,401,1793,Placed
STU1434,Pratyush Mohan,IT,7.25,311,1413,Seeking
STU1435,Kalpit Hans,ECE,5.92,254,1509,Seeking
STU1436,Samesh Sha,AI/DS,7.76,232,1605,Placed
STU1437,Guneet Krishna,AI/DS,9.28,389,1816,Placed
STU1438,Vivaan Pall,AI/DS,9.67,232,1686,Placed
STU1439,Ladli Cheema,ME,6.49,188,1519,Seeking
STU1440,Yauvani Upadhyay,IT,8.39,352,1461,Placed
STU1441,Radha Dutt,IT,6.48,311,1382,Seeking
STU1442,Ekapad Khanna,ME,6.14,128,1528,Seeking
STU1443,Urvashi Ramakrishnan,ECE,7.98,383,1726,Placed
